CityCode,StateAbbr,StateDesc,CityName,DataSource,Category,Data_Value_Type,Data_Value,MeasureId,Short_Question_Text,LongMeasureName
C-114,CA,California,San Jose,BRFSS,Health Outcomes,Crude prevalence,9.1,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-114,CA,California,San Jose,BRFSS,Prevention,Crude prevalence,12,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-114,CA,California,San Jose,BRFSS,Prevention,Crude prevalence,67.2,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-114,CA,California,San Jose,BRFSS,Prevention,Crude prevalence,63.8,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-114,CA,California,San Jose,BRFSS,Prevention,Crude prevalence,74.8,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-114,CA,California,San Jose,BRFSS,Prevention,Crude prevalence,69,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-114,CA,California,San Jose,BRFSS,Prevention,Crude prevalence,34.4,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-114,CA,California,San Jose,BRFSS,Prevention,Crude prevalence,33.3,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-114,CA,California,San Jose,BRFSS,Prevention,Crude prevalence,68,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-114,CA,California,San Jose,BRFSS,Prevention,Crude prevalence,79.3,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-114,CA,California,San Jose,BRFSS,Prevention,Crude prevalence,81.3,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-114,CA,California,San Jose,BRFSS,Unhealthy Behaviors,Crude prevalence,15,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-114,CA,California,San Jose,BRFSS,Unhealthy Behaviors,Crude prevalence,11.6,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-114,CA,California,San Jose,BRFSS,Unhealthy Behaviors,Crude prevalence,21.4,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-114,CA,California,San Jose,BRFSS,Unhealthy Behaviors,Crude prevalence,20.8,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-114,CA,California,San Jose,BRFSS,Unhealthy Behaviors,Crude prevalence,32.9,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-115,CA,California,San Leandro,BRFSS,Health Outcomes,Crude prevalence,19.9,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-115,CA,California,San Leandro,BRFSS,Health Outcomes,Crude prevalence,28.4,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-115,CA,California,San Leandro,BRFSS,Health Outcomes,Crude prevalence,5.8,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-115,CA,California,San Leandro,BRFSS,Health Outcomes,Crude prevalence,8.7,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-115,CA,California,San Leandro,BRFSS,Health Outcomes,Crude prevalence,5.4,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-115,CA,California,San Leandro,BRFSS,Health Outcomes,Crude prevalence,5.1,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-115,CA,California,San Leandro,BRFSS,Health Outcomes,Crude prevalence,10.6,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-115,CA,California,San Leandro,BRFSS,Health Outcomes,Crude prevalence,32.8,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-115,CA,California,San Leandro,BRFSS,Health Outcomes,Crude prevalence,2.8,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-115,CA,California,San Leandro,BRFSS,Health Outcomes,Crude prevalence,11,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-115,CA,California,San Leandro,BRFSS,Health Outcomes,Crude prevalence,11.3,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-115,CA,California,San Leandro,BRFSS,Health Outcomes,Crude prevalence,2.8,STROKE,Stroke,Stroke among adults aged >=18 Years
C-115,CA,California,San Leandro,BRFSS,Health Outcomes,Crude prevalence,11.3,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-115,CA,California,San Leandro,BRFSS,Prevention,Crude prevalence,11.7,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-115,CA,California,San Leandro,BRFSS,Prevention,Crude prevalence,73.1,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-115,CA,California,San Leandro,BRFSS,Prevention,Crude prevalence,67.5,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-115,CA,California,San Leandro,BRFSS,Prevention,Crude prevalence,76.2,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-115,CA,California,San Leandro,BRFSS,Prevention,Crude prevalence,67.1,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-115,CA,California,San Leandro,BRFSS,Prevention,Crude prevalence,32.7,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-115,CA,California,San Leandro,BRFSS,Prevention,Crude prevalence,31.8,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-115,CA,California,San Leandro,BRFSS,Prevention,Crude prevalence,64.1,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-115,CA,California,San Leandro,BRFSS,Prevention,Crude prevalence,78.1,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-115,CA,California,San Leandro,BRFSS,Prevention,Crude prevalence,80.3,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-115,CA,California,San Leandro,BRFSS,Unhealthy Behaviors,Crude prevalence,16.1,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-115,CA,California,San Leandro,BRFSS,Unhealthy Behaviors,Crude prevalence,14,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-115,CA,California,San Leandro,BRFSS,Unhealthy Behaviors,Crude prevalence,21.1,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-115,CA,California,San Leandro,BRFSS,Unhealthy Behaviors,Crude prevalence,21.2,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-115,CA,California,San Leandro,BRFSS,Unhealthy Behaviors,Crude prevalence,36.2,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-116,CA,California,San Marcos,BRFSS,Health Outcomes,Crude prevalence,17.2,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-116,CA,California,San Marcos,BRFSS,Health Outcomes,Crude prevalence,24.8,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-116,CA,California,San Marcos,BRFSS,Health Outcomes,Crude prevalence,5.3,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-116,CA,California,San Marcos,BRFSS,Health Outcomes,Crude prevalence,8.4,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-116,CA,California,San Marcos,BRFSS,Health Outcomes,Crude prevalence,4.7,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-116,CA,California,San Marcos,BRFSS,Health Outcomes,Crude prevalence,5,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-116,CA,California,San Marcos,BRFSS,Health Outcomes,Crude prevalence,8.2,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-116,CA,California,San Marcos,BRFSS,Health Outcomes,Crude prevalence,31.8,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-116,CA,California,San Marcos,BRFSS,Health Outcomes,Crude prevalence,2.5,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-116,CA,California,San Marcos,BRFSS,Health Outcomes,Crude prevalence,12.3,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-116,CA,California,San Marcos,BRFSS,Health Outcomes,Crude prevalence,10.8,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-116,CA,California,San Marcos,BRFSS,Health Outcomes,Crude prevalence,2.5,STROKE,Stroke,Stroke among adults aged >=18 Years
C-116,CA,California,San Marcos,BRFSS,Health Outcomes,Crude prevalence,10.8,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-116,CA,California,San Marcos,BRFSS,Prevention,Crude prevalence,12.6,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-116,CA,California,San Marcos,BRFSS,Prevention,Crude prevalence,67.3,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-116,CA,California,San Marcos,BRFSS,Prevention,Crude prevalence,63.6,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-116,CA,California,San Marcos,BRFSS,Prevention,Crude prevalence,72.4,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-116,CA,California,San Marcos,BRFSS,Prevention,Crude prevalence,69,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-116,CA,California,San Marcos,BRFSS,Prevention,Crude prevalence,28.7,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-116,CA,California,San Marcos,BRFSS,Prevention,Crude prevalence,32,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-116,CA,California,San Marcos,BRFSS,Prevention,Crude prevalence,68.2,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-116,CA,California,San Marcos,BRFSS,Prevention,Crude prevalence,80.4,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-116,CA,California,San Marcos,BRFSS,Prevention,Crude prevalence,85.8,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-116,CA,California,San Marcos,BRFSS,Unhealthy Behaviors,Crude prevalence,20.9,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-116,CA,California,San Marcos,BRFSS,Unhealthy Behaviors,Crude prevalence,13.6,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
C-116,CA,California,San Marcos,BRFSS,Unhealthy Behaviors,Crude prevalence,18.4,LPA,Physical Inactivity,No leisure-time physical activity among adults aged >=18 Years
C-116,CA,California,San Marcos,BRFSS,Unhealthy Behaviors,Crude prevalence,21,OBESITY,Obesity,Obesity among adults aged >=18 Years
C-116,CA,California,San Marcos,BRFSS,Unhealthy Behaviors,Crude prevalence,33.3,SLEEP,Sleep <7 hours,Sleeping less than 7 hours among adults aged >=18 Years
C-117,CA,California,San Mateo,BRFSS,Health Outcomes,Crude prevalence,18.3,ARTHRITIS,Arthritis,Arthritis among adults aged >=18 Years
C-117,CA,California,San Mateo,BRFSS,Health Outcomes,Crude prevalence,26.6,BPHIGH,High Blood Pressure,High blood pressure among adults aged >=18 Years
C-117,CA,California,San Mateo,BRFSS,Health Outcomes,Crude prevalence,6.2,CANCER,Cancer (except skin),Cancer (excluding skin cancer) among adults aged >=18 Years
C-117,CA,California,San Mateo,BRFSS,Health Outcomes,Crude prevalence,7.9,CASTHMA,Current Asthma,Current asthma among adults aged >=18 Years
C-117,CA,California,San Mateo,BRFSS,Health Outcomes,Crude prevalence,4.8,CHD,Coronary Heart Disease,Coronary heart disease among adults aged >=18 Years
C-117,CA,California,San Mateo,BRFSS,Health Outcomes,Crude prevalence,4.4,COPD,COPD,Chronic obstructive pulmonary disease among adults aged >=18 Years
C-117,CA,California,San Mateo,BRFSS,Health Outcomes,Crude prevalence,8.5,DIABETES,Diabetes,Diagnosed diabetes among adults aged >=18 Years
C-117,CA,California,San Mateo,BRFSS,Health Outcomes,Crude prevalence,30.5,HIGHCHOL,High Cholesterol,High cholesterol among adults aged >=18 Years who have been screened in the past 5 Years
C-117,CA,California,San Mateo,BRFSS,Health Outcomes,Crude prevalence,2.5,KIDNEY,Chronic Kidney Disease,Chronic kidney disease among adults aged >=18 Years
C-117,CA,California,San Mateo,BRFSS,Health Outcomes,Crude prevalence,9.8,MHLTH,Mental Health,Mental health not good for >=14 days among adults aged >=18 Years
C-117,CA,California,San Mateo,BRFSS,Health Outcomes,Crude prevalence,9.4,PHLTH,Physical Health,Physical health not good for >=14 days among adults aged >=18 Years
C-117,CA,California,San Mateo,BRFSS,Health Outcomes,Crude prevalence,2.3,STROKE,Stroke,Stroke among adults aged >=18 Years
C-117,CA,California,San Mateo,BRFSS,Health Outcomes,Crude prevalence,8.1,TEETHLOST,Teeth Loss,All teeth lost among adults aged >=65 Years
C-117,CA,California,San Mateo,BRFSS,Prevention,Crude prevalence,9.8,ACCESS2,Health Insurance,Current lack of health insurance among adults aged 18–64 Years
C-117,CA,California,San Mateo,BRFSS,Prevention,Crude prevalence,71.1,BPMED,Taking BP Medication,Taking medicine for high blood pressure control among adults aged >=18 Years with high blood pressure
C-117,CA,California,San Mateo,BRFSS,Prevention,Crude prevalence,65.1,CHECKUP,Annual Checkup,Visits to doctor for routine checkup within the past Year among adults aged >=18 Years
C-117,CA,California,San Mateo,BRFSS,Prevention,Crude prevalence,78.5,CHOLSCREEN,Cholesterol Screening,Cholesterol screening among adults aged >=18 Years
C-117,CA,California,San Mateo,BRFSS,Prevention,Crude prevalence,70.1,COLON_SCREEN,Colorectal Cancer Screening,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50–75 Years"
C-117,CA,California,San Mateo,BRFSS,Prevention,Crude prevalence,37.6,COREM,Core preventive services for older men,"Older adult men aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening"
C-117,CA,California,San Mateo,BRFSS,Prevention,Crude prevalence,36,COREW,Core preventive services for older women,"Older adult women aged >=65 Years who are up to date on a core set of clinical preventive services: Flu shot past Year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 Years"
C-117,CA,California,San Mateo,BRFSS,Prevention,Crude prevalence,73.2,DENTAL,Dental Visit,Visits to dentist or dental clinic among adults aged >=18 Years
C-117,CA,California,San Mateo,BRFSS,Prevention,Crude prevalence,80.7,MAMMOUSE,Mammography,Mammography use among women aged 50–74 Years
C-117,CA,California,San Mateo,BRFSS,Prevention,Crude prevalence,82.9,PAPTEST,Pap Smear Test,Papanicolaou smear use among adult women aged 21–65 Years
C-117,CA,California,San Mateo,BRFSS,Unhealthy Behaviors,Crude prevalence,16.6,BINGE,Binge Drinking,Binge drinking among adults aged >=18 Years
C-117,CA,California,San Mateo,BRFSS,Unhealthy Behaviors,Crude prevalence,11.4,CSMOKING,Current Smoking,Current smoking among adults aged >=18 Years
